building,code,description,title,days,credits,time,instructor,school,collegeId,department
4088 EH,MATH11761,no description available,AIM Student Sem,----F--,1,12-1PM,Alben,,2,
3088 EH,MATH11761,no description available,AIM Student Sem,----F--,1,3-4PM,,,2,
3088 EH,MATH11762,no description available,Life Contin I,-T-TH---,3,1130-1PM,Moore,,2,
3088 EH,MATH18100,no description available,Life Contin I,-T-TH---,3,1-230PM,Moore,,2,
1084 EH,MATH20780,no description available,Loss Models I,-T-TH---,3,830-10AM,Marker,,2,
1084 EH,MATH25394,no description available,Loss Models I,-T-TH---,3,10-1130AM,Marker,,2,
271 WEISER,MATH11763,no description available,Probability,-T-TH---,3,830-10AM,Barvinok,,2,
271 WEISER,MATH25392,no description available,Probability,-T-TH---,3,10-1130AM,Barvinok,,2,
4096 EH,MATH21323,no description available,Probability,M-W-F--,3,8-9AM,,,2,
4088 EH,MATH18972,no description available,Disc Stoc Proc,-T-TH---,3,10-1130AM,Nadtochiy,,2,
4088 EH,MATH25379,no description available,Disc Stoc Proc,-T-TH---,3,830-10AM,,,2,
4088 EH,MATH29685,no description available,Trans Groups Geom,M-W-F--,3,9-10AM,Ji,,2,
3088 EH,MATH28906,no description available,Math of Bio Networks,-T-TH---,3,830-10AM,Rajapakse,,2,
271 WEISER,MATH20374,no description available,Int Adpt Sys,M-W----,3,830-10AM,Doering,,2,
1068 EH,MATH11764,no description available,Complex Variables,-T-TH---,3,1-230PM,Bothner,,2,
1866 EH,MATH11765,no description available,Appl Fn Analysis,-T-TH---,3,10-1130AM,Schotland,,2,
1449 MH,MATH17857,no description available,Appl Nonlinear Dyn,-T-TH---,3,230-4PM,Simon,,2,
1010 DOW,MATH11766,no description available,Linear Pro I,M-W----,3,9-1030AM,Shen,,2,
1437 MH,MATH11767,no description available,Comb & Graph Theory,-T-TH---,3,10-1130AM,Lam,,2,
3088 EH,MATH29686,no description available,Math & Comp Neurosci,M-W----,3,830-10AM,Booth,,2,
2866 EH,MATH11768,no description available,Num Lin Algebra,M-W-F--,3,11-12PM,Karni,,2,
4404 RAND,MATH25568,no description available,Fin Math I,-T-TH---,3,1-230PM,Herrmann,,2,
1084 EH,MATH11769,no description available,Differentiable Manif,M-W-F--,3,10-11AM,Scott,,2,
3866 EH,MATH11770,no description available,Algebra I,M-W-F--,3,2-3PM,Derksen,,2,
2866 EH,MATH11771,no description available,Analysis I,M-W-F--,3,9-10AM,Barrett,,2,
3866 EH,MATH16353,no description available,Real Analysis II,M-W-F--,3,12-1PM,Jonsson,,2,
1866 EH,MATH30518,no description available,Adv Stoch An,-T-TH---,3,1130-1PM,Muhle-Karbe,,2,
1866 EH,MATH23348,no description available,Algebra II,M-W-F--,3,1-2PM,Stembridge,,2,
1866 EH,MATH22442,no description available,Commuta Algebra,M-W-F--,3,2-3PM,Hochster,,2,
2866 EH,MATH16882,no description available,Computationl Finance,-T-TH---,3,10-1130AM,Keller,,2,
4096 EH,MATH18973,no description available,Pro&Ran Pro I,-T-TH---,3,10-1130AM,Bayraktar,,2,
1152 SPH2,MATH22433,no description available,Appl Stoc Proc,M-W----,3,830-10AM,Nan,,2,
3088 EH,MATH11772,no description available,Algebraic Geom I,M-W-F--,3,11-12PM,Mustata,,2,
3866 EH,MATH21757,no description available,Topics Diff Geom,-T-TH---,3,1130-1PM,Burns Jr,,2,
4088 EH,MATH18420,no description available,Intro to PDEs,M-W-F--,3,10-11AM,Bieri,,2,
1690 BEYSTER,MATH24622,no description available,Nonlin Prog,-T-TH---,3,12-130PM,Epelman,,2,
3866 EH,MATH19654,no description available,Combinator Thry I I,M-W-F--,3,1-2PM,Speyer,,2,
4088 EH,MATH29693,no description available,Analytic Theo Nos,M-W----,3,1130-1PM,Ho,,2,
3866 EH,MATH29694,no description available,Modular Forms,-T-TH---,3,230-4PM,Lagarias,,2,
3096 EH,MATH29688,no description available,Set Theory,-T-TH---,3,230-4PM,Fernandez Breton,,2,
3866 EH,MATH30115,no description available,Algebraic Top I,M-W-F--,3,9-10AM,Kriz,,2,
2866 EH,MATH17352,no description available,Topics in Topology,M-W-F--,3,12-1PM,Canary,,2,
ARR,MATH11773,no description available,Dir Read-Research,-------,1.00-3.00,ARR,,,2,
3866 EH,MATH29999,no description available,Adv Algebra,M-W-F--,3,10-11AM,Snowden,,2,
2866 EH,MATH11774,no description available,Topics Alg Geom I,-T-TH---,3,1130-1PM,Bhatt,,2,
ARR,MATH29055,no description available,Internship,-------,1,ARR,,,2,
ARR,MATH11775,no description available,Diss-Precand,-------,1.00-8.00,ARR,,,2,
ARR,MATH32474,no description available,Diss-Precand,-------,1.00-8.00,ARR,Bloch,,2,
ARR,MATH32488,no description available,Diss-Precand,-------,1.00-8.00,ARR,Krasny,,2,
ARR,MATH32465,no description available,Diss-Precand,-------,1.00-8.00,ARR,Baik,,2,
ARR,MATH32475,no description available,Diss-Precand,-------,1.00-8.00,ARR,Doering,,2,
ARR,MATH32486,no description available,Diss-Precand,-------,1.00-8.00,ARR,Ji,,2,
ARR,MATH32489,no description available,Diss-Precand,-------,1.00-8.00,ARR,Kriz,,2,
ARR,MATH32468,no description available,Diss-Precand,-------,1.00-8.00,ARR,Strauss,,2,
ARR,MATH32470,no description available,Diss-Precand,-------,1.00-8.00,ARR,Young,,2,
ARR,MATH32466,no description available,Diss-Precand,-------,1.00-8.00,ARR,Bayraktar,,2,
ARR,MATH32471,no description available,Diss-Precand,-------,1.00-8.00,ARR,Zieve,,2,
ARR,MATH32469,no description available,Diss-Precand,-------,1.00-8.00,ARR,Veerapaneni,,2,
ARR,MATH32482,no description available,Diss-Precand,-------,1.00-8.00,ARR,Hochster,,2,
ARR,MATH32479,no description available,Diss-Precand,-------,1.00-8.00,ARR,Gilbert,,2,
ARR,MATH32467,no description available,Diss-Precand,-------,1.00-8.00,ARR,Schotland,,2,
ARR,MATH32487,no description available,Diss-Precand,-------,1.00-8.00,ARR,Koch,,2,
ARR,MATH11776,no description available,G S I Training,-------,1,ARR,Kessenich,,2,
ARR,MATH18016,no description available,Diss-Cand,-------,8,ARR,,,2,
ARR,MATH32499,no description available,Diss-Cand,-------,8,ARR,Snowden,,2,
ARR,MATH32481,no description available,Diss-Cand,-------,8,ARR,Canary,,2,
ARR,MATH32514,no description available,Diss-Cand,-------,8,ARR,Lagarias,,2,
ARR,MATH32472,no description available,Diss-Cand,-------,8,ARR,Baik,,2,
ARR,MATH32509,no description available,Diss-Cand,-------,8,ARR,Karni,,2,
ARR,MATH32477,no description available,Diss-Cand,-------,8,ARR,Booth,,2,
ARR,MATH32504,no description available,Diss-Cand,-------,8,ARR,Ji,,2,
ARR,MATH32513,no description available,Diss-Cand,-------,8,ARR,Kriz,,2,
ARR,MATH32502,no description available,Diss-Cand,-------,8,ARR,Stembridge,,2,
ARR,MATH32497,no description available,Diss-Cand,-------,8,ARR,Smith,,2,
ARR,MATH32500,no description available,Diss-Cand,-------,8,ARR,Spatzier,,2,
ARR,MATH32503,no description available,Diss-Cand,-------,8,ARR,Strauss,,2,
ARR,MATH32517,no description available,Diss-Cand,-------,8,ARR,Mustata,,2,
ARR,MATH32506,no description available,Diss-Cand,-------,8,ARR,Vershynin,,2,
ARR,MATH32507,no description available,Diss-Cand,-------,8,ARR,Jonsson,,2,
ARR,MATH32516,no description available,Diss-Cand,-------,8,ARR,Miller,,2,
ARR,MATH32473,no description available,Diss-Cand,-------,8,ARR,Bayraktar,,2,
ARR,MATH32492,no description available,Diss-Cand,-------,8,ARR,Prasanna,,2,
ARR,MATH32511,no description available,Diss-Cand,-------,8,ARR,Zieve,,2,
ARR,MATH32505,no description available,Diss-Cand,-------,8,ARR,Veerapaneni,,2,
ARR,MATH32498,no description available,Diss-Cand,-------,8,ARR,Hochster,,2,
ARR,MATH32501,no description available,Diss-Cand,-------,8,ARR,Speyer,,2,
ARR,MATH32480,no description available,Diss-Cand,-------,8,ARR,Burns Jr,,2,
ARR,MATH32491,no description available,Diss-Cand,-------,8,ARR,Fomin,,2,
ARR,MATH32483,no description available,Diss-Cand,-------,8,ARR,Derksen,,2,
ARR,MATH32508,no description available,Diss-Cand,-------,8,ARR,Viswanath,,2,
ARR,MATH32493,no description available,Diss-Cand,-------,8,ARR,Ruan,,2,
ARR,MATH32496,no description available,Diss-Cand,-------,8,ARR,Gilbert,,2,
ARR,MATH32510,no description available,Diss-Cand,-------,8,ARR,Wu,,2,
ARR,MATH32494,no description available,Diss-Cand,-------,8,ARR,Rudelson,,2,
ARR,MATH32515,no description available,Diss-Cand,-------,8,ARR,Lam,,2,
ARR,MATH32495,no description available,Diss-Cand,-------,8,ARR,Schotland,,2,
ARR,MATH32490,no description available,Diss-Cand,-------,8,ARR,Nadtochiy,,2,
ARR,MATH32478,no description available,Diss-Cand,-------,8,ARR,Borcea,,2,
ARR,MATH32476,no description available,Diss-Cand,-------,8,ARR,Bhatt,,2,
ARR,MATH32512,no description available,Diss-Cand,-------,8,ARR,Koch,,2,
AUD D AH,MEMS22330,no description available,Ital Renaissance Art,-T-TH---,4,1130-1PM,Wood,,2,
130 TAP,MEMS22337,no description available,Ital Renaissance Art,---TH---,4,1-2PM,,,2,
130 TAP,MEMS22338,no description available,Ital Renaissance Art,---TH---,4,2-3PM,,,2,
130 TAP,MEMS22339,no description available,Ital Renaissance Art,----F--,4,10-11AM,,,2,
130 TAP,MEMS22340,no description available,Ital Renaissance Art,----F--,4,11-12PM,,,2,
G115 AH,MEMS29796,no description available,Rise & Fall Mid Ages,M-W----,4,1130-1PM,French,,2,
B109 MLB,MEMS29797,no description available,Rise & Fall Mid Ages,--W----,4,1-2PM,,,2,
3556 DANA,MEMS29798,no description available,Rise & Fall Mid Ages,--W----,4,3-4PM,,,2,
1175 NQ,MEMS29799,no description available,Rise & Fall Mid Ages,---TH---,4,11-12PM,,,2,
2336 MH,MEMS29834,no description available,Medieval Women,M-W----,3,230-4PM,French,,2,
G168 AH,MEMS29802,no description available,French Enlightenment,-T-TH---,3,10-1130AM,Goodman,,2,
1528 CCL,MEMS29809,no description available,Islam in South Asia,M-W----,4,1130-1PM,Mir,,2,
3411 MH,MEMS29814,no description available,Islam in South Asia,M------,4,1-2PM,,,2,
B834 EQ,MEMS29819,no description available,Islam in South Asia,-T-----,4,10-11AM,,,2,
B834 EQ,MEMS29824,no description available,Islam in South Asia,-T-----,4,11-12PM,,,2,
1401 MH,MEMS28365,no description available,Lit in Engl-1660,-T-TH---,4,1130-1PM,Cohen,,2,
1650 CHEM,MEMS28366,no description available,Lit in Engl-1660,----F--,4,1-2PM,Cohen,,2,
3437 MH,MEMS28367,no description available,Lit in Engl-1660,----F--,4,11-12PM,Cohen,,2,
1105 NQ,MEMS25551,no description available,Med&Early Mod Topics,M-W----,3,1-230PM,Perlove,,2,
G322 DENT,MEMS14708,no description available,Shakespeare Plays,M-W----,4,10-1130AM,Gregerson,,2,
1427 MH,MEMS19701,no description available,Shakespeare Plays,----F--,4,10-11AM,Gregerson,,2,
180 TAP,MEMS14709,no description available,Shakespeare Plays,----F--,4,10-11AM,Gregerson,,2,
B3580 BUS,MEMS31086,no description available,Shakespeare Plays,----F--,4,12-1PM,Gregerson,,2,
R0420 BUS,MEMS31087,no description available,Shakespeare Plays,----F--,4,12-1PM,Gregerson,,2,
1230 USB,MEMS17356,no description available,Celtic&Nordic Myth,-T-TH---,3,1-230PM,Gull,,2,
3333 MH,MEMS24508,no description available,Chaucer,M-W----,3,1130-1PM,Sanok,,2,
ARR,MEMS17878,no description available,Directed Readings,-------,1.00-4.00,ARR,,,2,
210 TAP,MEMS31694,no description available,Med&EM Study Topics,-T-----,3,4-7PM,Brusati,,2,
G026 TISCH,MEMS31844,no description available,Med&EM Study Topics,-T-----,3,3-6PM,de Pee,,2,
ARR,MEMS20481,no description available,Dir Research Study,-------,2.00-3.00,ARR,,,2,
ARR,MEMS20482,no description available,Dir Research Study,-------,2.00-3.00,ARR,,,2,
ARR,MCDB16382,no description available,Undergrad Research,-------,1.00-3.00,ARR,,,2,
ARR,MCDB33197,no description available,Undergrad Research,-------,1.00-3.00,ARR,Miller,,2,
ARR,MCDB33198,no description available,Undergrad Research,-------,1.00-3.00,ARR,Clark,,2,
ARR,MCDB33199,no description available,Undergrad Research,-------,1.00-3.00,ARR,Chapman,,2,
ARR,MCDB33075,no description available,Undergrad Research,-------,1.00-3.00,ARR,Duan,,2,
ARR,MCDB33200,no description available,Undergrad Research,-------,1.00-3.00,ARR,Denver,,2,
ARR,MCDB33201,no description available,Undergrad Research,-------,1.00-3.00,ARR,Hume,,2,
ARR,MCDB33202,no description available,Undergrad Research,-------,1.00-3.00,ARR,Jakob,,2,
ARR,MCDB33203,no description available,Undergrad Research,-------,1.00-3.00,ARR,Klionsky,,2,
ARR,MCDB33204,no description available,Undergrad Research,-------,1.00-3.00,ARR,Kumar,,2,
ARR,MCDB33205,no description available,Undergrad Research,-------,1.00-3.00,ARR,Kuwada,,2,
ARR,MCDB33206,no description available,Undergrad Research,-------,1.00-3.00,ARR,Olsen,,2,
ARR,MCDB33207,no description available,Undergrad Research,-------,1.00-3.00,ARR,Schiefelbein,,2,
ARR,MCDB33208,no description available,Undergrad Research,-------,1.00-3.00,ARR,Cadigan,,2,
ARR,MCDB33209,no description available,Undergrad Research,-------,1.00-3.00,ARR,Wittkopp,,2,
ARR,MCDB33210,no description available,Undergrad Research,-------,1.00-3.00,ARR,Csankovszki,,2,
ARR,MCDB33211,no description available,Undergrad Research,-------,1.00-3.00,ARR,Raymond,,2,
ARR,MCDB33212,no description available,Undergrad Research,-------,1.00-3.00,ARR,Xu,,2,
ARR,MCDB33213,no description available,Undergrad Research,-------,1.00-3.00,ARR,Collins,,2,
ARR,MCDB33214,no description available,Undergrad Research,-------,1.00-3.00,ARR,Wong,,2,
ARR,MCDB33215,no description available,Undergrad Research,-------,1.00-3.00,ARR,Buttitta,,2,
ARR,MCDB33251,no description available,Undergrad Research,-------,1.00-3.00,ARR,Aton,,2,
ARR,MCDB33216,no description available,Undergrad Research,-------,1.00-3.00,ARR,Nandakumar,,2,
ARR,MCDB33217,no description available,Undergrad Research,-------,1.00-3.00,ARR,Dus,,2,
ARR,MCDB33218,no description available,Undergrad Research,-------,1.00-3.00,ARR,Duan,,2,
1230 USB,MCDB10843,no description available,Genetics Laboratory,----F--,3,9-10AM,Spillane,,2,
3131 USB,MCDB10844,no description available,Genetics Laboratory,M------,3,1-4PM,,,2,
3143 USB,MCDB10845,no description available,Genetics Laboratory,M------,3,1-4PM,,,2,
3131 USB,MCDB10846,no description available,Genetics Laboratory,-T-----,3,10-1PM,,,2,
3143 USB,MCDB19244,no description available,Genetics Laboratory,-T-----,3,10-1PM,,,2,
AUD NS,MCDB19778,no description available,Intro Biochemistry,M-W----,3,4-530PM,"Balazovich, Stockbridge",,2,
2044 RUTHVEN,MCDB19800,no description available,Intro Biochemistry,---TH---,3,4-530PM,,,2,
4153 USB,MCDB19801,no description available,Intro Biochemistry,---TH---,3,4-530PM,,,2,
B101 MLB,MCDB19802,no description available,Intro Biochemistry,---TH---,3,5-630PM,,,2,
B111 MLB,MCDB19803,no description available,Intro Biochemistry,---TH---,3,5-630PM,,,2,
1509 CCL,MCDB19804,no description available,Intro Biochemistry,----F--,3,10-1130AM,,,2,
1507 CCL,MCDB19805,no description available,Intro Biochemistry,----F--,3,10-1130AM,,,2,
2502 CCL,MCDB19806,no description available,Intro Biochemistry,----F--,3,10-1130AM,,,2,
2044 RUTHVEN,MCDB19807,no description available,Intro Biochemistry,----F--,3,10-1130AM,,,2,
1509 CCL,MCDB19870,no description available,Intro Biochemistry,----F--,3,1-230PM,,,2,
1507 CCL,MCDB19871,no description available,Intro Biochemistry,----F--,3,1-230PM,,,2,
2502 CCL,MCDB19872,no description available,Intro Biochemistry,----F--,3,1-230PM,,,2,
2040 RUTHVEN,MCDB19873,no description available,Intro Biochemistry,----F--,3,1-230PM,,,2,
2009 RUTHVEN,MCDB31796,no description available,Intro Biochemistry,---TH---,3,4-530PM,,,2,
2040 RUTHVEN,MCDB31797,no description available,Intro Biochemistry,---TH---,3,5-630PM,,,2,
2402 MLB,MCDB31798,no description available,Intro Biochemistry,---TH---,3,5-630PM,,,2,
3163 USB,MCDB28123,no description available,Science Outreach,-T-TH---,3,230-4PM,Clark,,2,
2015 RUTHVEN,MCDB30121,no description available,Writing in Biology,-T-TH---,3,1130-1PM,Olsen,,2,
3265 USB,MCDB26289,no description available,Experimental Design,M-W----,1,1130-1PM,Denver,,2,
ARR,MCDB16383,no description available,Advanced Research,-------,1.00-3.00,ARR,,,2,
ARR,MCDB33248,no description available,Advanced Research,-------,1.00-3.00,ARR,Akaaboune,,2,
ARR,MCDB33221,no description available,Advanced Research,-------,1.00-3.00,ARR,Miller,,2,
ARR,MCDB33220,no description available,Advanced Research,-------,1.00-3.00,ARR,Clark,,2,
ARR,MCDB33222,no description available,Advanced Research,-------,1.00-3.00,ARR,Bardwell,,2,
ARR,MCDB33223,no description available,Advanced Research,-------,1.00-3.00,ARR,Chang,,2,
ARR,MCDB33224,no description available,Advanced Research,-------,1.00-3.00,ARR,Chapman,,2,
ARR,MCDB33225,no description available,Advanced Research,-------,1.00-3.00,ARR,Duan,,2,
ARR,MCDB33226,no description available,Advanced Research,-------,1.00-3.00,ARR,Denver,,2,
ARR,MCDB33227,no description available,Advanced Research,-------,1.00-3.00,ARR,MacAlister,,2,
ARR,MCDB33228,no description available,Advanced Research,-------,1.00-3.00,ARR,Hume,,2,
ARR,MCDB33229,no description available,Advanced Research,-------,1.00-3.00,ARR,Jakob,,2,
ARR,MCDB33230,no description available,Advanced Research,-------,1.00-3.00,ARR,Klionsky,,2,
ARR,MCDB33231,no description available,Advanced Research,-------,1.00-3.00,ARR,Kumar,,2,
ARR,MCDB33232,no description available,Advanced Research,-------,1.00-3.00,ARR,Kuwada,,2,
ARR,MCDB33233,no description available,Advanced Research,-------,1.00-3.00,ARR,Olsen,,2,
ARR,MCDB33234,no description available,Advanced Research,-------,1.00-3.00,ARR,Schiefelbein,,2,
ARR,MCDB33235,no description available,Advanced Research,-------,1.00-3.00,ARR,Cadigan,,2,
ARR,MCDB33236,no description available,Advanced Research,-------,1.00-3.00,ARR,Wittkopp,,2,
ARR,MCDB33237,no description available,Advanced Research,-------,1.00-3.00,ARR,Csankovszki,,2,
ARR,MCDB33238,no description available,Advanced Research,-------,1.00-3.00,ARR,Wang,,2,
ARR,MCDB33239,no description available,Advanced Research,-------,1.00-3.00,ARR,Xu,,2,
ARR,MCDB33240,no description available,Advanced Research,-------,1.00-3.00,ARR,Collins,,2,
ARR,MCDB33241,no description available,Advanced Research,-------,1.00-3.00,ARR,Shafer,,2,
ARR,MCDB33242,no description available,Advanced Research,-------,1.00-3.00,ARR,Wierzbicki,,2,
ARR,MCDB33243,no description available,Advanced Research,-------,1.00-3.00,ARR,Wong,,2,
ARR,MCDB33244,no description available,Advanced Research,-------,1.00-3.00,ARR,Buttitta,,2,
ARR,MCDB33245,no description available,Advanced Research,-------,1.00-3.00,ARR,Aton,,2,
ARR,MCDB33246,no description available,Advanced Research,-------,1.00-3.00,ARR,Nandakumar,,2,
